,Date,Patch,Format,match_url,Maps_Won_1,Maps_Won_2,Map Number,Map,Duration,Team1,RoundsWon1,Team2,RoundsWon2,PistolWin1,PistolWin2,EcoWin1,Ecowin2,SemiEcoWin1,SemiEcoWin2,SemiBuyWin1,SemiBuyWin2,BuyWin1,BuyWin2
186,2023-03-25 08:00:00,Patch 6.05,BO3,https://www.vlr.gg/184457/t1-vs-global-esports-champions-tour-2023-pacific-league-w1,2,1,1,"Pearl
PICK",1:20:17,T1,13,Global Esports,8,1,1,3 (1),5 (1),0 (0),1 (0),4 (3),5 (2),14 (9),10 (5)
187,2023-03-25 08:00:00,Patch 6.05,BO3,https://www.vlr.gg/184457/t1-vs-global-esports-champions-tour-2023-pacific-league-w1,2,1,2,"Haven
PICK",40:44,T1,4,Global Esports,13,1,1,3 (1),3 (1),1 (0),0 (0),7 (2),2 (2),6 (1),12 (10)
188,2023-03-25 08:00:00,Patch 6.05,BO3,https://www.vlr.gg/184457/t1-vs-global-esports-champions-tour-2023-pacific-league-w1,2,1,3,Lotus,47:04,T1,13,Global Esports,7,1,1,2 (1),4 (1),3 (1),0 (0),4 (3),5 (1),11 (8),11 (5)
189,2023-03-26 05:00:00,Patch 6.05,BO3,https://www.vlr.gg/184458/paper-rex-vs-detonation-focusme-champions-tour-2023-pacific-league-w1,2,0,1,"Pearl
PICK",1:02:23,Paper Rex,13,DetonatioN FocusMe,5,1,1,3 (1),2 (1),0 (0),3 (0),5 (4),4 (1),10 (8),9 (3)
190,2023-03-26 05:00:00,Patch 6.05,BO3,https://www.vlr.gg/184458/paper-rex-vs-detonation-focusme-champions-tour-2023-pacific-league-w1,2,0,2,"Lotus
PICK",56:00,Paper Rex,13,DetonatioN FocusMe,11,1,1,4 (1),3 (1),2 (1),1 (1),4 (2),4 (1),14 (9),16 (8)
191,2023-03-26 08:00:00,Patch 6.05,BO3,https://www.vlr.gg/184459/team-secret-vs-talon-esports-champions-tour-2023-pacific-league-w1,2,1,1,"Ascent
PICK",56:11,Team Secret,13,Talon Esports,5,2,0,2 (2),4 (0),1 (0),0 (0),6 (4),4 (1),9 (7),10 (4)
192,2023-03-26 08:00:00,Patch 6.05,BO3,https://www.vlr.gg/184459/team-secret-vs-talon-esports-champions-tour-2023-pacific-league-w1,2,1,2,"Icebox
PICK",46:47,Team Secret,8,Talon Esports,13,0,2,4 (0),2 (2),1 (0),2 (1),4 (3),4 (3),12 (5),13 (7)
193,2023-03-26 08:00:00,Patch 6.05,BO3,https://www.vlr.gg/184459/team-secret-vs-talon-esports-champions-tour-2023-pacific-league-w1,2,1,3,Fracture,35:52,Team Secret,13,Talon Esports,3,2,0,2 (2),3 (0),1 (1),3 (0),4 (3),3 (1),9 (7),7 (2)
194,2023-03-27 05:00:00,Patch 6.05,BO3,https://www.vlr.gg/184460/rex-regum-qeon-vs-gen-g-champions-tour-2023-pacific-league-w1,0,2,1,"Fracture
PICK",1:12:25,Rex Regum Qeon,9,Gen.G,13,1,1,3 (1),3 (1),1 (0),2 (0),4 (2),3 (2),14 (6),14 (10)
195,2023-03-27 05:00:00,Patch 6.05,BO3,https://www.vlr.gg/184460/rex-regum-qeon-vs-gen-g-champions-tour-2023-pacific-league-w1,0,2,2,"Lotus
PICK",39:05,Rex Regum Qeon,6,Gen.G,13,2,0,2 (2),4 (0),3 (1),0 (0),7 (2),2 (2),7 (1),13 (11)
196,2023-04-01 05:00:00,Patch 6.05,BO3,https://www.vlr.gg/184461/zeta-division-vs-rex-regum-qeon-champions-tour-2023-pacific-league-w2,2,1,1,"Haven
PICK",1:06:39,ZETA DIVISION,10,Rex Regum Qeon,13,1,1,3 (1),3 (1),1 (0),0 (0),5 (2),6 (4),14 (7),14 (8)
197,2023-04-01 05:00:00,Patch 6.05,BO3,https://www.vlr.gg/184461/zeta-division-vs-rex-regum-qeon-champions-tour-2023-pacific-league-w2,2,1,2,"Ascent
PICK",58:14,ZETA DIVISION,13,Rex Regum Qeon,10,1,1,3 (1),3 (1),1 (1),1 (0),6 (3),5 (3),13 (8),14 (6)
198,2023-04-01 05:00:00,Patch 6.05,BO3,https://www.vlr.gg/184461/zeta-division-vs-rex-regum-qeon-champions-tour-2023-pacific-league-w2,2,1,3,Lotus,43:45,ZETA DIVISION,13,Rex Regum Qeon,5,1,1,3 (1),3 (1),0 (0),1 (0),2 (2),7 (2),13 (10),7 (2)
199,2023-04-01 08:30:00,Patch 6.05,BO3,https://www.vlr.gg/184462/talon-esports-vs-t1-champions-tour-2023-pacific-league-w2,0,2,1,"Ascent
PICK",57:56,Talon Esports,8,T1,13,0,2,4 (0),2 (2),2 (0),2 (1),1 (1),5 (2),14 (7),12 (8)
200,2023-04-01 08:30:00,Patch 6.05,BO3,https://www.vlr.gg/184462/talon-esports-vs-t1-champions-tour-2023-pacific-league-w2,0,2,2,"Haven
PICK",41:33,Talon Esports,6,T1,13,0,2,3 (0),2 (2),2 (0),1 (1),6 (2),7 (4),8 (4),9 (6)
201,2023-04-02 05:00:00,Patch 6.05,BO3,https://www.vlr.gg/184463/team-secret-vs-paper-rex-champions-tour-2023-pacific-league-w2,2,1,1,"Haven
PICK",1:01:36,Team Secret,11,Paper Rex,13,2,0,2 (2),5 (0),2 (0),1 (0),6 (2),2 (1),14 (7),16 (12)
202,2023-04-02 05:00:00,Patch 6.05,BO3,https://www.vlr.gg/184463/team-secret-vs-paper-rex-champions-tour-2023-pacific-league-w2,2,1,2,"Fracture
PICK",57:55,Team Secret,13,Paper Rex,11,1,1,3 (1),3 (1),1 (0),0 (0),5 (4),9 (6),15 (8),12 (4)
203,2023-04-02 05:00:00,Patch 6.05,BO3,https://www.vlr.gg/184463/team-secret-vs-paper-rex-champions-tour-2023-pacific-league-w2,2,1,3,Split,55:12,Team Secret,13,Paper Rex,10,2,0,2 (2),4 (0),1 (1),1 (0),4 (2),5 (2),16 (8),13 (8)
204,2023-04-02 08:30:00,Patch 6.05,BO3,https://www.vlr.gg/184465/gen-g-vs-detonation-focusme-champions-tour-2023-pacific-league-w2,2,1,1,"Lotus
PICK",57:19,Gen.G,13,DetonatioN FocusMe,8,1,1,3 (1),3 (1),1 (0),1 (0),3 (3),4 (2),14 (9),13 (5)
205,2023-04-02 08:30:00,Patch 6.05,BO3,https://www.vlr.gg/184465/gen-g-vs-detonation-focusme-champions-tour-2023-pacific-league-w2,2,1,2,"Fracture
PICK",45:21,Gen.G,4,DetonatioN FocusMe,13,0,2,5 (0),2 (2),2 (1),0 (0),5 (0),3 (2),5 (3),12 (9)
206,2023-04-02 08:30:00,Patch 6.05,BO3,https://www.vlr.gg/184465/gen-g-vs-detonation-focusme-champions-tour-2023-pacific-league-w2,2,1,3,Pearl,51:23,Gen.G,13,DetonatioN FocusMe,8,2,0,2 (2),4 (0),1 (0),1 (0),5 (2),5 (2),13 (9),11 (6)
207,2023-04-03 05:00:00,Patch 6.05,BO3,https://www.vlr.gg/184466/global-esports-vs-drx-champions-tour-2023-pacific-league-w2,0,2,1,"Haven
PICK",1:11:31,Global Esports,11,DRX,13,2,0,2 (2),5 (0),1 (0),0 (0),5 (3),2 (1),16 (6),17 (12)
208,2023-04-03 05:00:00,Patch 6.05,BO3,https://www.vlr.gg/184466/global-esports-vs-drx-champions-tour-2023-pacific-league-w2,0,2,2,"Split
PICK",1:23:20,Global Esports,15,DRX,17,1,1,4 (2),4 (1),0 (0),1 (1),4 (1),2 (0),24 (12),25 (15)
209,2023-04-08 05:00:00,Patch 6.05,BO3,https://www.vlr.gg/184467/rex-regum-qeon-vs-detonation-focusme-champions-tour-2023-pacific-league-w3,2,0,1,"Haven
PICK",49:43,Rex Regum Qeon,13,DetonatioN FocusMe,4,1,1,3 (2),4 (1),1 (1),1 (0),2 (1),5 (0),11 (9),7 (3)
210,2023-04-08 05:00:00,Patch 6.05,BO3,https://www.vlr.gg/184467/rex-regum-qeon-vs-detonation-focusme-champions-tour-2023-pacific-league-w3,2,0,2,"Pearl
PICK",49:25,Rex Regum Qeon,13,DetonatioN FocusMe,7,2,0,2 (2),4 (0),1 (0),2 (0),4 (3),4 (2),13 (8),10 (5)
211,2023-04-08 07:10:00,Patch 6.05,BO3,https://www.vlr.gg/184468/t1-vs-paper-rex-champions-tour-2023-pacific-league-w3,0,2,1,"Pearl
PICK",45:21,T1,3,Paper Rex,13,1,1,3 (1),3 (1),3 (0),0 (0),3 (1),3 (3),7 (1),10 (9)
212,2023-04-08 07:10:00,Patch 6.05,BO3,https://www.vlr.gg/184468/t1-vs-paper-rex-champions-tour-2023-pacific-league-w3,0,2,2,"Fracture
PICK",42:34,T1,6,Paper Rex,13,1,1,3 (1),3 (1),2 (0),0 (0),5 (2),3 (2),9 (3),13 (10)
213,2023-04-09 05:00:00,Patch 6.05,BO3,https://www.vlr.gg/184469/zeta-division-vs-global-esports-champions-tour-2023-pacific-league-w3,2,1,1,"Pearl
PICK",1:09:53,ZETA DIVISION,9,Global Esports,13,1,1,3 (1),4 (1),0 (0),1 (1),12 (6),2 (2),7 (2),15 (9)
214,2023-04-09 05:00:00,Patch 6.05,BO3,https://www.vlr.gg/184469/zeta-division-vs-global-esports-champions-tour-2023-pacific-league-w3,2,1,2,"Ascent
PICK",1:03:28,ZETA DIVISION,14,Global Esports,12,0,2,4 (0),4 (2),0 (0),2 (0),10 (6),5 (3),12 (8),15 (7)
215,2023-04-09 05:00:00,Patch 6.05,BO3,https://www.vlr.gg/184469/zeta-division-vs-global-esports-champions-tour-2023-pacific-league-w3,2,1,3,Haven,48:00,ZETA DIVISION,13,Global Esports,8,1,1,3 (2),4 (1),0 (0),1 (0),8 (6),3 (2),10 (5),13 (5)
216,2023-04-09 08:45:00,Patch 6.05,BO3,https://www.vlr.gg/184470/talon-esports-vs-drx-champions-tour-2023-pacific-league-w3,0,2,1,"Split
PICK",38:57,Talon Esports,3,DRX,13,1,1,2 (1),3 (1),2 (0),0 (0),8 (2),3 (3),4 (0),10 (9)
217,2023-04-09 08:45:00,Patch 6.05,BO3,https://www.vlr.gg/184470/talon-esports-vs-drx-champions-tour-2023-pacific-league-w3,0,2,2,"Pearl
PICK",49:19,Talon Esports,10,DRX,13,1,1,3 (1),3 (1),1 (0),1 (1),8 (4),3 (1),11 (5),16 (10)
218,2023-04-10 05:00:00,Patch 6.05,BO3,https://www.vlr.gg/184471/team-secret-vs-gen-g-champions-tour-2023-pacific-league-w3,0,2,1,"Haven
PICK",1:03:34,Team Secret,8,Gen.G,13,0,2,4 (0),2 (2),2 (1),0 (0),4 (1),10 (6),11 (6),9 (5)
219,2023-04-10 05:00:00,Patch 6.05,BO3,https://www.vlr.gg/184471/team-secret-vs-gen-g-champions-tour-2023-pacific-league-w3,0,2,2,"Fracture
PICK",54:53,Team Secret,11,Gen.G,13,1,1,3 (1),3 (1),2 (1),3 (1),3 (1),3 (1),16 (8),15 (10)
220,2023-04-15 05:00:00,Patch 6.05,BO3,https://www.vlr.gg/184472/paper-rex-vs-drx-champions-tour-2023-pacific-league-w4,0,2,1,"Ascent
PICK",51:25,Paper Rex,5,DRX,13,1,1,3 (1),3 (1),2 (0),0 (0),5 (1),2 (2),8 (3),13 (10)
221,2023-04-15 05:00:00,Patch 6.05,BO3,https://www.vlr.gg/184472/paper-rex-vs-drx-champions-tour-2023-pacific-league-w4,0,2,2,"Split
PICK",57:07,Paper Rex,10,DRX,13,1,1,3 (1),3 (1),0 (0),0 (0),7 (5),4 (1),13 (4),16 (11)
222,2023-04-15 07:40:00,Patch 6.05,BO3,https://www.vlr.gg/184473/team-secret-vs-rex-regum-qeon-champions-tour-2023-pacific-league-w4,0,2,1,"Icebox
PICK",56:54,Team Secret,10,Rex Regum Qeon,13,1,1,4 (1),3 (2),1 (0),0 (0),6 (3),4 (2),12 (6),16 (9)
223,2023-04-15 07:40:00,Patch 6.05,BO3,https://www.vlr.gg/184473/team-secret-vs-rex-regum-qeon-champions-tour-2023-pacific-league-w4,0,2,2,"Split
PICK",47:01,Team Secret,7,Rex Regum Qeon,13,1,1,3 (1),3 (1),1 (0),0 (0),7 (2),3 (2),9 (4),14 (10)
224,2023-04-16 05:00:00,Patch 6.05,BO3,https://www.vlr.gg/184474/t1-vs-gen-g-champions-tour-2023-pacific-league-w4,0,2,1,"Ascent
PICK",57:31,T1,5,Gen.G,13,2,0,2 (2),4 (1),2 (0),0 (0),6 (1),5 (5),8 (2),9 (7)
225,2023-04-16 05:00:00,Patch 6.05,BO3,https://www.vlr.gg/184474/t1-vs-gen-g-champions-tour-2023-pacific-league-w4,0,2,2,"Haven
PICK",43:59,T1,5,Gen.G,13,0,2,3 (0),2 (2),3 (1),0 (0),4 (0),5 (5),8 (4),11 (6)
226,2023-04-16 07:15:00,Patch 6.05,BO3,https://www.vlr.gg/184475/zeta-division-vs-detonation-focusme-champions-tour-2023-pacific-league-w4,2,0,1,"Ascent
PICK",1:00:56,ZETA DIVISION,13,DetonatioN FocusMe,9,2,0,2 (2),3 (0),1 (0),0 (0),10 (3),7 (3),9 (8),12 (6)
227,2023-04-16 07:15:00,Patch 6.05,BO3,https://www.vlr.gg/184475/zeta-division-vs-detonation-focusme-champions-tour-2023-pacific-league-w4,2,0,2,"Haven
PICK",43:17,ZETA DIVISION,13,DetonatioN FocusMe,5,1,1,3 (1),3 (1),1 (1),1 (0),3 (3),8 (3),11 (8),6 (1)
228,2023-04-17 05:00:00,Patch 6.05,BO3,https://www.vlr.gg/184476/talon-esports-vs-global-esports-champions-tour-2023-pacific-league-w4,0,2,1,"Split
PICK",58:56,Talon Esports,6,Global Esports,13,1,1,3 (1),3 (1),1 (0),2 (2),8 (4),2 (1),7 (1),12 (9)
229,2023-04-17 05:00:00,Patch 6.05,BO3,https://www.vlr.gg/184476/talon-esports-vs-global-esports-champions-tour-2023-pacific-league-w4,0,2,2,"Icebox
PICK",56:37,Talon Esports,11,Global Esports,13,1,1,3 (1),2 (1),2 (0),3 (0),5 (1),5 (4),14 (9),14 (8)
230,2023-04-22 04:00:00,Patch 6.05,BO3,https://www.vlr.gg/184477/paper-rex-vs-global-esports-champions-tour-2023-pacific-league-w5,2,1,1,"Icebox
PICK",57:55,Paper Rex,7,Global Esports,13,0,2,4 (0),3 (2),1 (0),2 (1),2 (2),3 (3),13 (5),12 (7)
231,2023-04-22 04:00:00,Patch 6.05,BO3,https://www.vlr.gg/184477/paper-rex-vs-global-esports-champions-tour-2023-pacific-league-w5,2,1,2,"Split
PICK",45:19,Paper Rex,13,Global Esports,6,1,1,3 (1),5 (1),0 (0),0 (0),3 (3),6 (2),13 (9),8 (3)
232,2023-04-22 04:00:00,Patch 6.05,BO3,https://www.vlr.gg/184477/paper-rex-vs-global-esports-champions-tour-2023-pacific-league-w5,2,1,3,Pearl,45:51,Paper Rex,13,Global Esports,7,1,1,3 (1),4 (1),1 (1),2 (0),2 (2),3 (1),14 (9),11 (5)
233,2023-04-22 07:30:00,Patch 6.05,BO3,https://www.vlr.gg/184478/gen-g-vs-drx-champions-tour-2023-pacific-league-w5,1,2,1,"Haven
PICK",52:09,Gen.G,7,DRX,13,1,1,3 (1),3 (1),3 (0),1 (0),2 (1),2 (2),12 (5),14 (10)
234,2023-04-22 07:30:00,Patch 6.05,BO3,https://www.vlr.gg/184478/gen-g-vs-drx-champions-tour-2023-pacific-league-w5,1,2,2,"Fracture
PICK",52:23,Gen.G,13,DRX,10,0,2,4 (1),3 (2),0 (0),3 (0),3 (3),5 (2),16 (9),12 (6)
235,2023-04-22 07:30:00,Patch 6.05,BO3,https://www.vlr.gg/184478/gen-g-vs-drx-champions-tour-2023-pacific-league-w5,1,2,3,Pearl,43:48,Gen.G,4,DRX,13,1,1,3 (1),3 (2),1 (0),0 (0),5 (1),3 (1),8 (2),11 (10)
236,2023-04-23 04:00:00,Patch 6.05,BO3,https://www.vlr.gg/184479/t1-vs-rex-regum-qeon-champions-tour-2023-pacific-league-w5,2,0,1,"Haven
PICK",1:09:19,T1,13,Rex Regum Qeon,9,2,0,2 (2),4 (0),0 (0),1 (0),7 (5),3 (2),13 (6),14 (7)
237,2023-04-23 04:00:00,Patch 6.05,BO3,https://www.vlr.gg/184479/t1-vs-rex-regum-qeon-champions-tour-2023-pacific-league-w5,2,0,2,"Fracture
PICK",35:39,T1,13,Rex Regum Qeon,4,0,2,4 (1),3 (2),0 (0),3 (0),2 (2),5 (1),11 (10),6 (1)
238,2023-04-23 06:20:00,Patch 6.05,BO3,https://www.vlr.gg/184480/team-secret-vs-detonation-focusme-champions-tour-2023-pacific-league-w5,2,0,1,"Ascent
PICK",55:23,Team Secret,13,DetonatioN FocusMe,11,1,1,3 (1),3 (1),2 (1),1 (0),2 (1),10 (5),17 (10),10 (5)
239,2023-04-23 06:20:00,Patch 6.05,BO3,https://www.vlr.gg/184480/team-secret-vs-detonation-focusme-champions-tour-2023-pacific-league-w5,2,0,2,"Haven
PICK",50:02,Team Secret,13,DetonatioN FocusMe,8,0,2,4 (1),3 (3),2 (0),2 (0),1 (1),8 (1),14 (11),8 (4)
240,2023-04-24 06:00:00,Patch 6.05,BO3,https://www.vlr.gg/184481/zeta-division-vs-talon-esports-champions-tour-2023-pacific-league-w5,0,2,1,"Haven
PICK",1:00:46,ZETA DIVISION,8,Talon Esports,13,1,1,3 (2),3 (1),0 (0),3 (0),11 (4),2 (1),7 (2),13 (11)
241,2023-04-24 06:00:00,Patch 6.05,BO3,https://www.vlr.gg/184481/zeta-division-vs-talon-esports-champions-tour-2023-pacific-league-w5,0,2,2,"Ascent
PICK",1:14:59,ZETA DIVISION,14,Talon Esports,16,1,1,3 (1),3 (1),1 (1),3 (0),10 (4),4 (3),16 (8),20 (12)
242,2023-04-29 04:00:00,Patch 6.08,BO3,https://www.vlr.gg/184482/t1-vs-detonation-focusme-champions-tour-2023-pacific-league-w6,2,1,1,"Lotus
PICK",1:09:01,T1,13,DetonatioN FocusMe,9,1,1,3 (2),4 (1),1 (0),1 (0),3 (2),9 (4),15 (9),8 (4)
243,2023-04-29 04:00:00,Patch 6.08,BO3,https://www.vlr.gg/184482/t1-vs-detonation-focusme-champions-tour-2023-pacific-league-w6,2,1,2,"Split
PICK",57:49,T1,9,DetonatioN FocusMe,13,1,1,4 (2),3 (1),1 (0),0 (0),8 (3),6 (4),9 (4),13 (8)
244,2023-04-29 04:00:00,Patch 6.08,BO3,https://www.vlr.gg/184482/t1-vs-detonation-focusme-champions-tour-2023-pacific-league-w6,2,1,3,Fracture,56:48,T1,13,DetonatioN FocusMe,10,0,2,3 (0),2 (2),1 (0),4 (1),3 (3),6 (4),16 (10),11 (3)
245,2023-04-29 08:00:00,Patch 6.08,BO3,https://www.vlr.gg/184483/zeta-division-vs-team-secret-champions-tour-2023-pacific-league-w6,2,1,1,"Split
PICK",1:05:11,ZETA DIVISION,13,Team Secret,9,2,0,2 (2),3 (0),0 (0),3 (2),12 (6),2 (0),8 (5),14 (7)
246,2023-04-29 08:00:00,Patch 6.08,BO3,https://www.vlr.gg/184483/zeta-division-vs-team-secret-champions-tour-2023-pacific-league-w6,2,1,2,"Lotus
PICK",1:00:01,ZETA DIVISION,10,Team Secret,13,1,1,3 (1),3 (1),2 (1),0 (0),10 (3),4 (3),8 (5),16 (9)
247,2023-04-29 08:00:00,Patch 6.08,BO3,https://www.vlr.gg/184483/zeta-division-vs-team-secret-champions-tour-2023-pacific-league-w6,2,1,3,Fracture,50:13,ZETA DIVISION,13,Team Secret,9,2,0,2 (2),4 (0),1 (0),2 (1),7 (3),2 (0),12 (8),14 (8)
248,2023-04-30 04:00:00,Patch 6.08,BO3,https://www.vlr.gg/184484/global-esports-vs-gen-g-champions-tour-2023-pacific-league-w6,2,0,1,"Pearl
PICK",56:36,Global Esports,13,Gen.G,8,2,0,4 (2),3 (0),1 (1),3 (1),3 (1),4 (2),13 (9),11 (5)
249,2023-04-30 04:00:00,Patch 6.08,BO3,https://www.vlr.gg/184484/global-esports-vs-gen-g-champions-tour-2023-pacific-league-w6,2,0,2,"Lotus
PICK",47:49,Global Esports,13,Gen.G,8,1,1,3 (2),3 (1),0 (0),3 (0),5 (4),7 (3),13 (7),8 (4)
250,2023-04-30 06:20:00,Patch 6.08,BO3,https://www.vlr.gg/184485/rex-regum-qeon-vs-drx-champions-tour-2023-pacific-league-w6,1,2,1,"Haven
PICK",53:34,Rex Regum Qeon,13,DRX,8,0,2,4 (0),2 (2),0 (0),3 (0),4 (4),5 (2),13 (9),11 (4)
251,2023-04-30 06:20:00,Patch 6.08,BO3,https://www.vlr.gg/184485/rex-regum-qeon-vs-drx-champions-tour-2023-pacific-league-w6,1,2,2,"Split
PICK",54:47,Rex Regum Qeon,10,DRX,13,1,1,3 (1),3 (1),1 (0),0 (0),5 (1),3 (1),14 (8),17 (11)
252,2023-04-30 06:20:00,Patch 6.08,BO3,https://www.vlr.gg/184485/rex-regum-qeon-vs-drx-champions-tour-2023-pacific-league-w6,1,2,3,Pearl,38:45,Rex Regum Qeon,2,DRX,13,1,1,4 (1),3 (2),1 (0),0 (0),6 (0),2 (2),4 (1),10 (9)
253,2023-05-01 06:00:00,Patch 6.08,BO3,https://www.vlr.gg/184486/talon-esports-vs-paper-rex-champions-tour-2023-pacific-league-w6,1,2,1,"Pearl
PICK",1:16:07,Talon Esports,13,Paper Rex,11,1,1,3 (1),3 (1),1 (0),1 (0),5 (3),6 (3),15 (9),14 (7)
254,2023-05-01 06:00:00,Patch 6.08,BO3,https://www.vlr.gg/184486/talon-esports-vs-paper-rex-champions-tour-2023-pacific-league-w6,1,2,2,"Split
PICK",37:31,Talon Esports,4,Paper Rex,13,1,1,4 (1),3 (2),2 (0),0 (0),4 (1),1 (1),7 (2),13 (10)
255,2023-05-01 06:00:00,Patch 6.08,BO3,https://www.vlr.gg/184486/talon-esports-vs-paper-rex-champions-tour-2023-pacific-league-w6,1,2,3,Fracture,51:11,Talon Esports,10,Paper Rex,13,1,1,3 (2),3 (1),2 (0),1 (0),5 (2),5 (3),13 (6),14 (9)
256,2023-05-06 04:00:00,Patch 6.08,BO3,https://www.vlr.gg/184488/talon-esports-vs-gen-g-champions-tour-2023-pacific-league-w7,2,0,1,"Fracture
PICK",1:04:44,Talon Esports,13,Gen.G,8,2,0,3 (2),3 (1),2 (0),3 (0),3 (1),3 (0),13 (10),12 (7)
257,2023-05-06 04:00:00,Patch 6.08,BO3,https://www.vlr.gg/184488/talon-esports-vs-gen-g-champions-tour-2023-pacific-league-w7,2,0,2,"Lotus
PICK",49:09,Talon Esports,13,Gen.G,7,1,1,3 (1),3 (1),0 (0),2 (1),3 (2),6 (3),14 (10),9 (2)
258,2023-05-06 06:30:00,Patch 6.08,BO3,https://www.vlr.gg/184489/zeta-division-vs-paper-rex-champions-tour-2023-pacific-league-w7,0,2,1,"Split
PICK",51:20,ZETA DIVISION,6,Paper Rex,13,0,2,4 (0),2 (2),1 (1),0 (0),8 (3),7 (5),6 (2),10 (6)
259,2023-05-06 06:30:00,Patch 6.08,BO3,https://www.vlr.gg/184489/zeta-division-vs-paper-rex-champions-tour-2023-pacific-league-w7,0,2,2,"Ascent
PICK",52:40,ZETA DIVISION,10,Paper Rex,13,1,1,3 (1),3 (1),1 (0),1 (0),11 (5),4 (2),8 (4),15 (10)
260,2023-05-07 04:00:00,Patch 6.08,BO3,https://www.vlr.gg/184490/rex-regum-qeon-vs-global-esports-champions-tour-2023-pacific-league-w7,2,0,1,"Fracture
PICK",1:08:34,Rex Regum Qeon,13,Global Esports,10,2,0,2 (2),4 (0),2 (1),1 (0),6 (2),6 (4),13 (8),12 (6)
261,2023-05-07 04:00:00,Patch 6.08,BO3,https://www.vlr.gg/184490/rex-regum-qeon-vs-global-esports-champions-tour-2023-pacific-league-w7,2,0,2,"Pearl
PICK",56:52,Rex Regum Qeon,13,Global Esports,11,0,2,4 (1),4 (2),0 (0),1 (0),5 (4),12 (6),15 (8),7 (3)
262,2023-05-07 07:00:00,Patch 6.08,BO3,https://www.vlr.gg/184491/team-secret-vs-t1-champions-tour-2023-pacific-league-w7,0,2,1,"Lotus
PICK",46:21,Team Secret,4,T1,13,0,2,4 (0),2 (2),3 (0),0 (0),1 (0),5 (4),9 (4),10 (7)
263,2023-05-07 07:00:00,Patch 6.08,BO3,https://www.vlr.gg/184491/team-secret-vs-t1-champions-tour-2023-pacific-league-w7,0,2,2,"Bind
PICK",51:51,Team Secret,8,T1,13,2,0,2 (2),4 (1),3 (0),0 (0),7 (3),2 (2),9 (3),15 (10)
264,2023-05-08 06:00:00,Patch 6.08,BO3,https://www.vlr.gg/184492/drx-vs-detonation-focusme-champions-tour-2023-pacific-league-w7,2,0,1,"Fracture
PICK",1:03:37,DRX,13,DetonatioN FocusMe,8,0,2,4 (1),2 (2),1 (0),2 (1),1 (1),6 (2),15 (11),11 (3)
265,2023-05-08 06:00:00,Patch 6.08,BO3,https://www.vlr.gg/184492/drx-vs-detonation-focusme-champions-tour-2023-pacific-league-w7,2,0,2,"Ascent
PICK",42:29,DRX,13,DetonatioN FocusMe,4,2,0,2 (2),4 (0),1 (1),3 (1),4 (4),4 (1),10 (6),6 (2)
266,2023-05-12 04:00:00,Patch 6.08,BO3,https://www.vlr.gg/184493/paper-rex-vs-gen-g-champions-tour-2023-pacific-league-w8,2,0,1,"Split
PICK",48:45,Paper Rex,13,Gen.G,7,1,1,3 (1),3 (1),0 (0),2 (1),4 (3),5 (2),13 (9),10 (3)
267,2023-05-12 04:00:00,Patch 6.08,BO3,https://www.vlr.gg/184493/paper-rex-vs-gen-g-champions-tour-2023-pacific-league-w8,2,0,2,"Ascent
PICK",32:58,Paper Rex,13,Gen.G,2,2,0,2 (2),4 (0),0 (0),2 (0),5 (4),2 (0),8 (7),7 (2)
268,2023-05-12 07:45:00,Patch 6.08,BO3,https://www.vlr.gg/184494/zeta-division-vs-t1-champions-tour-2023-pacific-league-w8,1,2,1,"Fracture
PICK",57:43,ZETA DIVISION,11,T1,13,0,2,4 (0),2 (2),0 (0),2 (1),8 (5),7 (3),12 (6),13 (7)
269,2023-05-12 07:45:00,Patch 6.08,BO3,https://www.vlr.gg/184494/zeta-division-vs-t1-champions-tour-2023-pacific-league-w8,1,2,2,"Lotus
PICK",59:57,ZETA DIVISION,13,T1,10,1,1,3 (1),2 (1),1 (0),3 (0),8 (3),7 (2),11 (9),11 (7)
270,2023-05-12 07:45:00,Patch 6.08,BO3,https://www.vlr.gg/184494/zeta-division-vs-t1-champions-tour-2023-pacific-league-w8,1,2,3,Bind,40:43,ZETA DIVISION,3,T1,13,0,2,4 (0),2 (2),0 (0),1 (1),6 (0),5 (3),6 (3),8 (7)
271,2023-05-13 04:00:00,Patch 6.08,BO3,https://www.vlr.gg/184495/team-secret-vs-drx-champions-tour-2023-pacific-league-w8,2,0,1,"Haven
PICK",1:01:37,Team Secret,13,DRX,8,0,2,4 (0),3 (2),2 (2),1 (0),0 (0),6 (3),15 (11),11 (3)
272,2023-05-13 04:00:00,Patch 6.08,BO3,https://www.vlr.gg/184495/team-secret-vs-drx-champions-tour-2023-pacific-league-w8,2,0,2,"Ascent
PICK",57:29,Team Secret,13,DRX,11,1,1,3 (1),4 (1),2 (0),1 (0),2 (1),3 (2),17 (11),16 (8)
273,2023-05-13 06:30:00,Patch 6.08,BO3,https://www.vlr.gg/184496/global-esports-vs-detonation-focusme-champions-tour-2023-pacific-league-w8,2,0,1,"Lotus
PICK",55:32,Global Esports,13,DetonatioN FocusMe,7,2,0,2 (2),4 (0),1 (0),0 (0),8 (5),3 (2),9 (6),13 (5)
