,Date,Patch,Format,match_url,Maps_Won_1,Maps_Won_2,Map Number,Map,Duration,Team1,RoundsWon1,Team2,RoundsWon2,PistolWin1,PistolWin2,EcoWin1,Ecowin2,SemiEcoWin1,SemiEcoWin2,SemiBuyWin1,SemiBuyWin2,BuyWin1,BuyWin2
18,2022-07-02 19:50:00,Patch 5.0,BO3,https://www.vlr.gg/112477/native-gaming-white-vs-solaire-champions-tour-game-changers-series-ii-north-america-lr1,1,2,1,Fracture,35:26,Native Gaming White,13,Solaire,6,2,0,2 (2),4 (0),1 (0),2 (0),5 (4),5 (3),11 (7),8 (3)
19,2022-07-02 19:50:00,Patch 5.0,BO3,https://www.vlr.gg/112477/native-gaming-white-vs-solaire-champions-tour-game-changers-series-ii-north-america-lr1,1,2,2,Ascent,38:56,Native Gaming White,6,Solaire,13,1,1,2 (1),3 (1),2 (1),1 (0),9 (3),5 (4),6 (1),10 (8)
20,2022-07-02 19:50:00,Patch 5.0,BO3,https://www.vlr.gg/112477/native-gaming-white-vs-solaire-champions-tour-game-changers-series-ii-north-america-lr1,1,2,3,Haven,38:01,Native Gaming White,8,Solaire,13,1,1,3 (1),3 (1),1 (0),1 (1),7 (3),3 (2),10 (4),14 (9)
21,2022-07-02 20:15:00,Patch 5.0,BO3,https://www.vlr.gg/112478/xset-female-vs-computer-friends-champions-tour-game-changers-series-ii-north-america-lr1,2,0,1,Split,41:45,XSET,13,Computer Friends,8,1,1,3 (1),4 (1),2 (1),1 (0),3 (2),5 (3),13 (9),11 (4)
22,2022-07-02 20:15:00,Patch 5.0,BO3,https://www.vlr.gg/112478/xset-female-vs-computer-friends-champions-tour-game-changers-series-ii-north-america-lr1,2,0,2,Breeze,29:02,XSET,13,Computer Friends,3,2,0,2 (2),3 (0),1 (0),1 (1),5 (5),4 (0),8 (6),8 (2)
23,2022-07-02 20:25:00,Patch 5.0,BO3,https://www.vlr.gg/112479/gen-g-black-vs-whiskey-tango-foxtrot-champions-tour-game-changers-series-ii-north-america-lr1,2,0,1,Fracture,52:24,Gen.G Black,13,Whiskey Tango Foxtrot,10,1,1,3 (1),3 (1),1 (0),1 (0),4 (2),3 (1),15 (10),16 (8)
24,2022-07-02 20:25:00,Patch 5.0,BO3,https://www.vlr.gg/112479/gen-g-black-vs-whiskey-tango-foxtrot-champions-tour-game-changers-series-ii-north-america-lr1,2,0,2,Breeze,39:40,Gen.G Black,13,Whiskey Tango Foxtrot,4,2,0,2 (2),4 (0),2 (0),2 (0),3 (3),1 (1),10 (8),10 (3)
25,2022-07-02 19:30:00,Patch 5.0,BO3,https://www.vlr.gg/112480/cloud9-white-vs-zero-marksmen-white-champions-tour-game-changers-series-ii-north-america-lr1,2,0,1,Haven,25:24,Cloud9 White,13,ZMM White,1,2,0,2 (2),3 (0),0 (0),2 (0),3 (3),3 (0),9 (8),6 (1)
26,2022-07-02 19:30:00,Patch 5.0,BO3,https://www.vlr.gg/112480/cloud9-white-vs-zero-marksmen-white-champions-tour-game-changers-series-ii-north-america-lr1,2,0,2,Fracture,39:56,Cloud9 White,13,ZMM White,6,2,0,2 (2),4 (0),2 (0),2 (1),4 (4),2 (1),11 (7),11 (4)
27,2022-07-02 19:30:00,Patch 5.0,BO3,https://www.vlr.gg/112481/versionx-vs-ariana-grande-perfume-champions-tour-game-changers-series-ii-north-america-lr1,0,2,1,Bind,52:58,VersionX,11,Ariana Grande Perfume,13,2,0,3 (2),4 (1),2 (0),0 (0),8 (3),3 (1),11 (6),17 (11)
28,2022-07-02 19:30:00,Patch 5.0,BO3,https://www.vlr.gg/112481/versionx-vs-ariana-grande-perfume-champions-tour-game-changers-series-ii-north-america-lr1,0,2,2,Haven,39:07,VersionX,7,Ariana Grande Perfume,13,1,1,3 (1),3 (1),1 (0),1 (0),5 (3),4 (3),11 (3),12 (9)
29,2022-07-02 19:30:00,Patch 5.0,BO3,https://www.vlr.gg/112482/nmg-celeste-vs-give-it-a-shot-champions-tour-game-changers-series-ii-north-america-lr1,2,0,1,Haven,41:33,NMG Celeste,13,Give it a Shot,9,1,1,3 (1),3 (1),1 (1),2 (1),5 (2),5 (2),13 (9),12 (5)
30,2022-07-02 19:30:00,Patch 5.0,BO3,https://www.vlr.gg/112482/nmg-celeste-vs-give-it-a-shot-champions-tour-game-changers-series-ii-north-america-lr1,2,0,2,Breeze,52:04,NMG Celeste,14,Give it a Shot,12,2,0,3 (3),4 (1),2 (0),3 (2),6 (2),5 (3),15 (9),14 (6)
31,2022-07-02 20:30:00,Patch 5.0,BO3,https://www.vlr.gg/112483/team-mystic-venus-vs-aftermath-wave-champions-tour-game-changers-series-ii-north-america-lr1,2,0,1,Ascent,46:01,Team Mystic Venus,13,afterMath Wave,11,1,1,3 (2),3 (1),2 (0),1 (0),4 (2),4 (1),15 (9),16 (9)
32,2022-07-02 20:30:00,Patch 5.0,BO3,https://www.vlr.gg/112483/team-mystic-venus-vs-aftermath-wave-champions-tour-game-changers-series-ii-north-america-lr1,2,0,2,Icebox,23:56,Team Mystic Venus,13,afterMath Wave,2,2,0,2 (2),4 (0),0 (0),2 (0),4 (3),2 (0),9 (8),7 (2)
33,2022-07-02 19:30:00,Patch 5.0,BO3,https://www.vlr.gg/112484/clg-red-vs-team-opulence-black-champions-tour-game-changers-series-ii-north-america-lr1,0,2,1,Bind,42:42,CLG Red,5,Team Opulence Black,13,1,1,3 (1),3 (1),2 (1),0 (0),6 (1),2 (2),7 (2),13 (10)
34,2022-07-02 19:30:00,Patch 5.0,BO3,https://www.vlr.gg/112484/clg-red-vs-team-opulence-black-champions-tour-game-changers-series-ii-north-america-lr1,0,2,2,Ascent,43:53,CLG Red,7,Team Opulence Black,13,1,1,4 (1),3 (1),1 (0),1 (1),7 (4),3 (3),8 (2),13 (8)
35,2022-07-03 16:00:00,Patch 5.0,BO3,https://www.vlr.gg/112485/solaire-vs-xset-female-champions-tour-game-changers-series-ii-north-america-lr2,1,2,1,"Haven
PICK",38:43,Solaire,5,XSET,13,1,1,3 (1),3 (1),4 (0),0 (0),5 (2),3 (2),6 (2),12 (10)
36,2022-07-03 16:00:00,Patch 5.0,BO3,https://www.vlr.gg/112485/solaire-vs-xset-female-champions-tour-game-changers-series-ii-north-america-lr2,1,2,2,"Fracture
PICK",47:11,Solaire,13,XSET,10,2,0,2 (2),4 (0),2 (1),1 (0),7 (4),4 (1),12 (6),14 (9)
37,2022-07-03 16:00:00,Patch 5.0,BO3,https://www.vlr.gg/112485/solaire-vs-xset-female-champions-tour-game-changers-series-ii-north-america-lr2,1,2,3,Split,39:44,Solaire,4,XSET,13,1,1,4 (1),3 (2),3 (1),0 (0),3 (0),4 (3),7 (2),10 (8)
38,2022-07-03 16:00:00,Patch 5.0,BO3,https://www.vlr.gg/112486/gen-g-black-vs-cloud9-white-champions-tour-game-changers-series-ii-north-america-lr2,0,2,1,"Ascent
PICK",40:31,Gen.G Black,5,Cloud9 White,13,0,2,4 (0),2 (2),1 (0),0 (0),5 (2),5 (4),8 (3),11 (7)
39,2022-07-03 16:00:00,Patch 5.0,BO3,https://www.vlr.gg/112486/gen-g-black-vs-cloud9-white-champions-tour-game-changers-series-ii-north-america-lr2,0,2,2,"Haven
PICK",31:42,Gen.G Black,3,Cloud9 White,13,0,2,3 (0),2 (2),3 (1),0 (0),4 (1),5 (4),6 (1),9 (7)
40,2022-07-03 16:00:00,Patch 5.0,BO3,https://www.vlr.gg/112487/ariana-grande-perfume-vs-nmg-celeste-champions-tour-game-changers-series-ii-north-america-lr2,2,0,1,Haven,28:58,Ariana Grande Perfume,13,NMG Celeste,4,1,1,3 (1),3 (1),0 (0),2 (0),3 (3),5 (2),11 (9),7 (1)
41,2022-07-03 16:00:00,Patch 5.0,BO3,https://www.vlr.gg/112487/ariana-grande-perfume-vs-nmg-celeste-champions-tour-game-changers-series-ii-north-america-lr2,2,0,2,Icebox,34:02,Ariana Grande Perfume,13,NMG Celeste,7,2,0,2 (2),4 (0),0 (0),0 (0),5 (5),8 (3),13 (6),8 (4)
42,2022-07-03 16:00:00,Patch 5.0,BO3,https://www.vlr.gg/112488/team-mystic-venus-vs-team-opulence-black-champions-tour-game-changers-series-ii-north-america-lr,2,0,1,Fracture,44:22,Team Mystic Venus,13,Team Opulence Black,10,0,2,4 (0),2 (2),1 (0),2 (0),2 (2),7 (5),16 (11),12 (3)
43,2022-07-03 16:00:00,Patch 5.0,BO3,https://www.vlr.gg/112488/team-mystic-venus-vs-team-opulence-black-champions-tour-game-changers-series-ii-north-america-lr,2,0,2,Ascent,41:40,Team Mystic Venus,13,Team Opulence Black,8,1,1,3 (1),3 (1),2 (1),1 (0),4 (3),4 (3),12 (8),13 (4)
44,2022-07-03 19:00:00,Patch 5.0,BO3,https://www.vlr.gg/112525/dart-monkeys-vs-xset-female-champions-tour-game-changers-series-ii-north-america-lr3,2,0,1,Haven,38:35,dart monkeys,13,XSET,7,1,1,3 (2),4 (1),1 (1),2 (1),5 (3),3 (1),11 (7),11 (4)
45,2022-07-03 19:00:00,Patch 5.0,BO3,https://www.vlr.gg/112525/dart-monkeys-vs-xset-female-champions-tour-game-changers-series-ii-north-america-lr3,2,0,2,Breeze,44:31,dart monkeys,13,XSET,10,1,1,3 (1),4 (2),1 (0),3 (0),6 (5),4 (3),13 (7),12 (5)
46,2022-07-03 18:55:00,Patch 5.0,BO3,https://www.vlr.gg/112526/misfits-black-vs-cloud9-white-champions-tour-game-changers-series-ii-north-america-lr3,1,2,1,"Fracture
PICK",51:21,Misfits Black,13,Cloud9 White,10,0,2,4 (0),2 (2),0 (0),3 (0),3 (2),7 (3),16 (11),11 (5)
47,2022-07-03 18:55:00,Patch 5.0,BO3,https://www.vlr.gg/112526/misfits-black-vs-cloud9-white-champions-tour-game-changers-series-ii-north-america-lr3,1,2,2,"Haven
PICK",43:41,Misfits Black,4,Cloud9 White,13,0,2,3 (0),2 (2),1 (1),1 (0),7 (2),4 (3),6 (1),10 (8)
48,2022-07-03 18:55:00,Patch 5.0,BO3,https://www.vlr.gg/112526/misfits-black-vs-cloud9-white-champions-tour-game-changers-series-ii-north-america-lr3,1,2,3,Bind,43:25,Misfits Black,5,Cloud9 White,13,1,1,4 (1),3 (2),1 (1),0 (0),4 (0),3 (3),9 (3),12 (8)
49,2022-07-03 17:45:00,Patch 5.0,BO3,https://www.vlr.gg/112527/complexity-gx3-vs-ariana-grande-perfume-champions-tour-game-changers-series-ii-north-america-lr3,1,2,1,Haven,49:27,Complexity GX3,7,Ariana Grande Perfume,13,0,2,4 (0),2 (2),3 (0),1 (0),1 (1),5 (4),12 (6),12 (7)
50,2022-07-03 17:45:00,Patch 5.0,BO3,https://www.vlr.gg/112527/complexity-gx3-vs-ariana-grande-perfume-champions-tour-game-changers-series-ii-north-america-lr3,1,2,2,Bind,36:04,Complexity GX3,13,Ariana Grande Perfume,5,2,0,2 (2),4 (0),0 (0),4 (2),4 (3),2 (0),12 (8),8 (3)
51,2022-07-03 17:45:00,Patch 5.0,BO3,https://www.vlr.gg/112527/complexity-gx3-vs-ariana-grande-perfume-champions-tour-game-changers-series-ii-north-america-lr3,1,2,3,Icebox,46:00,Complexity GX3,7,Ariana Grande Perfume,13,1,1,3 (1),3 (1),1 (0),1 (0),5 (1),3 (1),11 (5),13 (11)
52,2022-07-03 18:30:00,Patch 5.0,BO3,https://www.vlr.gg/112528/sanri-os-vs-team-mystic-venus-champions-tour-game-changers-series-ii-north-america-lr3,2,1,1,Bind,43:23,Sanri-O's,9,Team Mystic Venus,13,1,1,3 (1),3 (1),2 (0),1 (1),8 (2),4 (2),9 (6),14 (9)
53,2022-07-03 18:30:00,Patch 5.0,BO3,https://www.vlr.gg/112528/sanri-os-vs-team-mystic-venus-champions-tour-game-changers-series-ii-north-america-lr3,2,1,2,Haven,45:15,Sanri-O's,13,Team Mystic Venus,11,1,1,3 (1),3 (1),2 (0),1 (0),7 (5),4 (2),12 (7),16 (8)
54,2022-07-03 18:30:00,Patch 5.0,BO3,https://www.vlr.gg/112528/sanri-os-vs-team-mystic-venus-champions-tour-game-changers-series-ii-north-america-lr3,2,1,3,Fracture,45:10,Sanri-O's,13,Team Mystic Venus,11,2,0,2 (2),4 (0),2 (0),0 (0),6 (3),4 (1),14 (8),16 (10)
55,2022-07-06 04:30:00,Patch 5.0,BO3,https://www.vlr.gg/111758/order-vs-funcrew-oceania-tour-championship-ubsf,1,2,1,"Ascent
PICK",1:07:40,ORDER,15,Funcrew,17,1,1,2 (1),3 (1),4 (3),1 (1),6 (3),5 (2),20 (8),23 (13)
56,2022-07-06 04:30:00,Patch 5.0,BO3,https://www.vlr.gg/111758/order-vs-funcrew-oceania-tour-championship-ubsf,1,2,2,"Fracture
PICK",37:15,ORDER,13,Funcrew,6,2,0,3 (2),3 (0),1 (0),0 (0),5 (2),5 (2),10 (9),11 (4)
57,2022-07-06 04:30:00,Patch 5.0,BO3,https://www.vlr.gg/111758/order-vs-funcrew-oceania-tour-championship-ubsf,1,2,3,Haven,42:28,ORDER,11,Funcrew,13,1,1,3 (1),3 (1),2 (0),1 (1),6 (2),5 (3),13 (8),15 (8)
58,2022-07-06 07:45:00,Patch 5.0,BO3,https://www.vlr.gg/111759/bobo-vs-reign-oceania-tour-championship-ubsf,2,1,1,"Bind
PICK",39:39,BOBO,6,REIGN,13,0,2,4 (1),3 (2),1 (0),1 (0),3 (2),5 (4),11 (3),10 (7)
59,2022-07-06 07:45:00,Patch 5.0,BO3,https://www.vlr.gg/111759/bobo-vs-reign-oceania-tour-championship-ubsf,2,1,2,"Haven
PICK",22:47,BOBO,13,REIGN,1,2,0,2 (2),3 (0),0 (0),1 (0),3 (3),4 (0),9 (8),6 (1)
60,2022-07-06 07:45:00,Patch 5.0,BO3,https://www.vlr.gg/111759/bobo-vs-reign-oceania-tour-championship-ubsf,2,1,3,Fracture,58:59,BOBO,16,REIGN,14,2,0,3 (2),3 (0),2 (0),2 (0),4 (2),4 (3),21 (12),21 (11)
61,2022-07-08 04:30:00,Patch 5.0,BO3,https://www.vlr.gg/111762/funcrew-vs-bobo-oceania-tour-championship-ubf,0,2,1,"Icebox
PICK",49:17,Funcrew,9,BOBO,13,0,2,3 (0),3 (2),3 (1),1 (1),5 (3),7 (3),11 (5),11 (7)
62,2022-07-08 04:30:00,Patch 5.0,BO3,https://www.vlr.gg/111762/funcrew-vs-bobo-oceania-tour-championship-ubf,0,2,2,"Haven
PICK",42:13,Funcrew,8,BOBO,13,0,2,4 (0),2 (2),0 (0),2 (0),5 (1),6 (5),12 (7),11 (6)
63,2022-07-10 01:30:00,Patch 5.0,BO5,https://www.vlr.gg/111765/bobo-vs-order-oceania-tour-championship-gf,1,3,1,"Haven
PICK",49:52,BOBO,13,ORDER,10,2,0,2 (2),4 (0),1 (0),2 (0),7 (4),4 (1),13 (7),13 (9)
64,2022-07-10 01:30:00,Patch 5.0,BO5,https://www.vlr.gg/111765/bobo-vs-order-oceania-tour-championship-gf,1,3,2,"Fracture
PICK",41:09,BOBO,10,ORDER,13,2,0,2 (2),4 (0),3 (0),1 (1),5 (2),2 (1),13 (6),16 (11)
65,2022-07-10 01:30:00,Patch 5.0,BO5,https://www.vlr.gg/111765/bobo-vs-order-oceania-tour-championship-gf,1,3,3,"Icebox
PICK",39:05,BOBO,7,ORDER,13,2,0,2 (2),4 (0),1 (0),0 (0),10 (3),0 (0),7 (2),16 (13)
66,2022-07-10 01:30:00,Patch 5.0,BO5,https://www.vlr.gg/111765/bobo-vs-order-oceania-tour-championship-gf,1,3,4,"Breeze
PICK",35:15,BOBO,6,ORDER,13,0,2,3 (0),3 (2),0 (0),0 (0),9 (4),5 (4),7 (2),11 (7)
67,2022-07-07 04:30:00,Patch 5.0,BO3,https://www.vlr.gg/111760/order-vs-bonkers-oceania-tour-championship-lr1,2,1,1,"Icebox
PICK",59:05,ORDER,14,Bonkers,16,0,2,3 (1),2 (2),2 (1),3 (1),8 (5),6 (3),17 (7),19 (10)
68,2022-07-07 04:30:00,Patch 5.0,BO3,https://www.vlr.gg/111760/order-vs-bonkers-oceania-tour-championship-lr1,2,1,2,"Ascent
PICK",31:07,ORDER,13,Bonkers,5,0,2,4 (0),2 (2),0 (0),2 (0),2 (2),8 (2),12 (11),6 (1)
69,2022-07-07 04:30:00,Patch 5.0,BO3,https://www.vlr.gg/111760/order-vs-bonkers-oceania-tour-championship-lr1,2,1,3,Split,54:05,ORDER,14,Bonkers,12,1,1,3 (1),3 (1),1 (0),1 (0),6 (4),9 (5),16 (9),13 (6)
70,2022-07-07 07:30:00,Patch 5.0,BO3,https://www.vlr.gg/111761/reign-vs-honey-badgers-oceania-tour-championship-lr1,2,1,1,"Split
PICK",36:19,REIGN,13,HONEY BADGERS,5,1,1,3 (1),3 (1),0 (0),4 (0),2 (2),3 (1),13 (10),8 (3)
71,2022-07-07 07:30:00,Patch 5.0,BO3,https://www.vlr.gg/111761/reign-vs-honey-badgers-oceania-tour-championship-lr1,2,1,2,"Haven
PICK",59:01,REIGN,11,HONEY BADGERS,13,0,2,4 (0),2 (2),1 (0),3 (0),1 (1),5 (3),18 (10),14 (8)
72,2022-07-07 07:30:00,Patch 5.0,BO3,https://www.vlr.gg/111761/reign-vs-honey-badgers-oceania-tour-championship-lr1,2,1,3,Ascent,49:02,REIGN,13,HONEY BADGERS,11,1,1,3 (1),3 (1),3 (2),1 (0),3 (2),5 (3),15 (8),15 (7)
73,2022-07-08 06:40:00,Patch 5.0,BO3,https://www.vlr.gg/111763/order-vs-reign-oceania-tour-championship-lr2,2,0,1,"Fracture
PICK",38:10,ORDER,13,REIGN,8,1,1,2 (1),4 (1),2 (1),2 (0),8 (6),6 (2),9 (5),9 (5)
74,2022-07-08 06:40:00,Patch 5.0,BO3,https://www.vlr.gg/111763/order-vs-reign-oceania-tour-championship-lr2,2,0,2,"Bind
PICK",38:06,ORDER,13,REIGN,7,1,1,3 (1),3 (1),1 (0),2 (0),3 (2),4 (2),13 (10),11 (4)
75,2022-07-09 01:30:00,Patch 5.0,BO3,https://www.vlr.gg/111764/funcrew-vs-order-oceania-tour-championship-lf,0,2,1,"Breeze
PICK",36:25,Funcrew,8,ORDER,13,0,2,4 (0),2 (2),1 (0),2 (2),3 (2),7 (4),13 (6),10 (5)
76,2022-07-09 01:30:00,Patch 5.0,BO3,https://www.vlr.gg/111764/funcrew-vs-order-oceania-tour-championship-lf,0,2,2,"Icebox
PICK",39:08,Funcrew,6,ORDER,13,1,1,3 (1),3 (2),3 (0),0 (0),6 (3),4 (2),7 (2),12 (9)
77,2022-07-01 09:00:00,Patch 4.11,BO3,https://www.vlr.gg/98962/anorthosis-famagusta-esports-vs-diamant-esports-valorant-regional-league-east-surge-stage-2-pl,0,2,1,"Icebox
PICK",1:04:37,Anorthosis Famagusta Esports,8,Diamant Esports,13,1,1,3 (1),3 (1),1 (0),0 (0),8 (5),4 (3),9 (2),14 (9)
78,2022-07-01 09:00:00,Patch 4.11,BO3,https://www.vlr.gg/98962/anorthosis-famagusta-esports-vs-diamant-esports-valorant-regional-league-east-surge-stage-2-pl,0,2,2,"Ascent
PICK",39:32,Anorthosis Famagusta Esports,6,Diamant Esports,13,1,1,3 (2),4 (1),1 (0),0 (0),9 (2),3 (1),6 (2),12 (11)
79,2022-07-01 11:35:00,Patch 4.11,BO3,https://www.vlr.gg/98963/tenstar-vs-nom-esports-valorant-regional-league-east-surge-stage-2-playoffs-ubsf,2,0,1,"Bind
PICK",47:39,TENSTAR,13,NOM Esports,7,1,1,3 (1),3 (1),1 (0),3 (0),4 (3),3 (2),12 (9),11 (4)
80,2022-07-01 11:35:00,Patch 4.11,BO3,https://www.vlr.gg/98963/tenstar-vs-nom-esports-valorant-regional-league-east-surge-stage-2-playoffs-ubsf,2,0,2,"Breeze
PICK",38:37,TENSTAR,13,NOM Esports,5,2,0,2 (2),4 (0),1 (1),1 (0),3 (1),7 (3),12 (9),6 (2)
81,2022-07-02 11:00:00,Patch 4.11,BO3,https://www.vlr.gg/98964/diamant-esports-vs-tenstar-valorant-regional-league-east-surge-stage-2-playoffs-ubf,0,2,1,"Fracture
PICK",46:10,Diamant Esports,4,TENSTAR,13,1,1,3 (1),3 (1),1 (0),0 (0),6 (1),2 (1),7 (2),12 (11)
82,2022-07-02 11:00:00,Patch 4.11,BO3,https://www.vlr.gg/98964/diamant-esports-vs-tenstar-valorant-regional-league-east-surge-stage-2-playoffs-ubf,0,2,2,"Icebox
PICK",54:59,Diamant Esports,10,TENSTAR,13,2,0,3 (2),4 (0),1 (0),1 (0),7 (3),1 (1),12 (5),17 (12)
83,2022-07-03 11:00:00,Patch 4.11,BO5,https://www.vlr.gg/98965/tenstar-vs-diamant-esports-valorant-regional-league-east-surge-stage-2-playoffs-gf,3,2,1,"Fracture
PICK",47:08,TENSTAR,10,Diamant Esports,13,2,0,3 (2),4 (1),2 (0),3 (1),6 (3),0 (0),12 (5),16 (11)
84,2022-07-03 11:00:00,Patch 4.11,BO5,https://www.vlr.gg/98965/tenstar-vs-diamant-esports-valorant-regional-league-east-surge-stage-2-playoffs-gf,3,2,2,"Icebox
PICK",44:15,TENSTAR,13,Diamant Esports,7,1,1,3 (2),4 (1),0 (0),2 (0),4 (3),2 (0),13 (8),12 (6)
85,2022-07-03 11:00:00,Patch 4.11,BO5,https://www.vlr.gg/98965/tenstar-vs-diamant-esports-valorant-regional-league-east-surge-stage-2-playoffs-gf,3,2,3,"Breeze
PICK",1:05:00,TENSTAR,13,Diamant Esports,15,1,1,3 (1),3 (1),0 (0),2 (1),5 (3),3 (1),20 (9),20 (12)
