,Date,Patch,Format,match_url,Maps_Won_1,Maps_Won_2,Map Number,Map,Duration,Team1,RoundsWon1,Team2,RoundsWon2,PistolWin1,PistolWin2,EcoWin1,Ecowin2,SemiEcoWin1,SemiEcoWin2,SemiBuyWin1,SemiBuyWin2,BuyWin1,BuyWin2
0,2023-03-21 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/184642/team-liquid-brazil-vs-mibr-female-game-changers-2023-brazil-series-1-main-event-ubqf,2,0,1,"Haven
PICK",44:50,Team Liquid Brazil,13,MIBR Female,7,2,0,2 (2),3 (0),1 (0),2 (0),5 (4),1 (0),12 (7),14 (7)
1,2023-03-21 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/184642/team-liquid-brazil-vs-mibr-female-game-changers-2023-brazil-series-1-main-event-ubqf,2,0,2,"Pearl
PICK",28:18,Team Liquid Brazil,13,MIBR Female,0,2,0,2 (2),3 (0),0 (0),2 (0),2 (2),3 (0),9 (9),5 (0)
2,2023-03-21 18:20:00,Patch 6.03,BO3,https://www.vlr.gg/184643/00nation-fem-vs-hummer-esports-game-changers-2023-brazil-series-1-main-event-ubqf,1,2,1,"Pearl
PICK",39:34,00Nation Fem,13,HUMMER Esports,5,2,0,2 (2),4 (0),1 (0),2 (0),4 (3),1 (0),11 (8),11 (5)
3,2023-03-21 18:20:00,Patch 6.03,BO3,https://www.vlr.gg/184643/00nation-fem-vs-hummer-esports-game-changers-2023-brazil-series-1-main-event-ubqf,1,2,2,"Lotus
PICK",43:57,00Nation Fem,7,HUMMER Esports,13,0,2,3 (0),3 (2),2 (0),0 (0),3 (3),4 (2),12 (4),13 (9)
4,2023-03-21 18:20:00,Patch 6.03,BO3,https://www.vlr.gg/184643/00nation-fem-vs-hummer-esports-game-changers-2023-brazil-series-1-main-event-ubqf,1,2,3,Split,43:56,00Nation Fem,9,HUMMER Esports,13,1,1,4 (1),3 (1),1 (0),2 (0),4 (2),2 (1),13 (6),15 (11)
5,2023-03-22 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/184644/loud-gc-vs-bb-w7m-game-changers-2023-brazil-series-1-main-event-ubqf,2,0,1,"Pearl
PICK",51:02,LOUD GC,13,bb.w7m,8,1,1,4 (1),3 (1),1 (0),2 (1),0 (0),6 (2),16 (12),10 (4)
6,2023-03-22 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/184644/loud-gc-vs-bb-w7m-game-changers-2023-brazil-series-1-main-event-ubqf,2,0,2,"Ascent
PICK",32:02,LOUD GC,13,bb.w7m,2,1,1,3 (2),3 (1),0 (0),3 (1),2 (2),4 (0),10 (9),5 (0)
7,2023-03-22 18:30:00,Patch 6.03,BO3,https://www.vlr.gg/184645/oddik-bright-vs-black-dragons-female-game-changers-2023-brazil-series-1-main-event-ubqf,2,1,1,"Ascent
PICK",1:09:06,ODDIK Bright,11,Black Dragons Female,13,1,1,3 (1),3 (1),3 (1),1 (0),4 (3),4 (3),14 (6),16 (9)
8,2023-03-22 18:30:00,Patch 6.03,BO3,https://www.vlr.gg/184645/oddik-bright-vs-black-dragons-female-game-changers-2023-brazil-series-1-main-event-ubqf,2,1,2,"Lotus
PICK",53:52,ODDIK Bright,13,Black Dragons Female,11,2,0,2 (2),4 (0),3 (1),1 (0),5 (3),2 (1),14 (7),17 (10)
9,2023-03-22 18:30:00,Patch 6.03,BO3,https://www.vlr.gg/184645/oddik-bright-vs-black-dragons-female-game-changers-2023-brazil-series-1-main-event-ubqf,2,1,3,Pearl,34:37,ODDIK Bright,13,Black Dragons Female,2,1,1,3 (1),2 (1),0 (0),3 (0),4 (4),5 (1),8 (8),5 (0)
10,2023-03-24 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/184646/team-liquid-brazil-vs-hummer-esports-game-changers-2023-brazil-series-1-main-event-ubsf,2,0,1,"Lotus
PICK",38:58,Team Liquid Brazil,13,HUMMER Esports,4,2,0,2 (2),4 (0),1 (1),1 (0),3 (2),3 (0),11 (8),9 (4)
11,2023-03-24 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/184646/team-liquid-brazil-vs-hummer-esports-game-changers-2023-brazil-series-1-main-event-ubsf,2,0,2,"Haven
PICK",37:39,Team Liquid Brazil,13,HUMMER Esports,5,1,1,2 (1),4 (1),1 (0),2 (1),1 (1),4 (1),14 (11),8 (2)
12,2023-03-24 18:00:00,Patch 6.03,BO3,https://www.vlr.gg/184647/loud-gc-vs-oddik-bright-game-changers-2023-brazil-series-1-main-event-ubsf,2,0,1,"Fracture
PICK",40:38,LOUD GC,13,ODDIK Bright,5,1,1,3 (1),3 (1),0 (0),3 (0),3 (3),5 (3),12 (9),7 (1)
13,2023-03-24 18:00:00,Patch 6.03,BO3,https://www.vlr.gg/184647/loud-gc-vs-oddik-bright-game-changers-2023-brazil-series-1-main-event-ubsf,2,0,2,"Ascent
PICK",57:16,LOUD GC,14,ODDIK Bright,12,1,1,3 (1),3 (1),1 (0),0 (0),2 (1),6 (3),20 (12),17 (8)
14,2023-03-26 19:20:00,Patch 6.03,BO3,https://www.vlr.gg/184648/team-liquid-brazil-vs-loud-gc-game-changers-2023-brazil-series-1-main-event-ubf,2,1,1,"Fracture
PICK",51:59,Team Liquid Brazil,10,LOUD GC,13,0,2,4 (1),3 (2),2 (0),2 (2),4 (2),5 (1),13 (7),13 (8)
15,2023-03-26 19:20:00,Patch 6.03,BO3,https://www.vlr.gg/184648/team-liquid-brazil-vs-loud-gc-game-changers-2023-brazil-series-1-main-event-ubf,2,1,2,"Split
PICK",50:01,Team Liquid Brazil,13,LOUD GC,10,1,1,3 (1),3 (1),0 (0),3 (0),6 (3),3 (2),14 (9),14 (7)
16,2023-03-26 19:20:00,Patch 6.03,BO3,https://www.vlr.gg/184648/team-liquid-brazil-vs-loud-gc-game-changers-2023-brazil-series-1-main-event-ubf,2,1,3,Lotus,59:21,Team Liquid Brazil,14,LOUD GC,12,1,1,3 (1),3 (1),0 (0),3 (0),6 (2),3 (1),17 (11),17 (10)
17,2023-03-28 16:00:00,Patch 6.03,BO5,https://www.vlr.gg/184649/team-liquid-brazil-vs-loud-gc-game-changers-2023-brazil-series-1-main-event-gf,3,0,1,"Haven
PICK",44:20,Team Liquid Brazil,13,LOUD GC,7,0,2,4 (0),3 (2),0 (0),1 (1),3 (2),7 (2),13 (11),9 (2)
18,2023-03-28 16:00:00,Patch 6.03,BO5,https://www.vlr.gg/184649/team-liquid-brazil-vs-loud-gc-game-changers-2023-brazil-series-1-main-event-gf,3,0,2,"Lotus
PICK",31:18,Team Liquid Brazil,13,LOUD GC,2,2,0,2 (2),4 (0),0 (0),2 (0),3 (3),3 (0),10 (8),6 (2)
19,2023-03-28 16:00:00,Patch 6.03,BO5,https://www.vlr.gg/184649/team-liquid-brazil-vs-loud-gc-game-changers-2023-brazil-series-1-main-event-gf,3,0,3,"Icebox
PICK",40:23,Team Liquid Brazil,13,LOUD GC,7,1,1,3 (1),3 (1),1 (0),4 (0),4 (4),3 (1),12 (8),10 (5)
20,2023-03-23 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/184650/mibr-female-vs-00nation-fem-game-changers-2023-brazil-series-1-main-event-lr1,2,0,1,"Split
PICK",55:52,MIBR Female,13,00Nation Fem,11,2,0,2 (2),4 (0),2 (1),1 (1),10 (7),1 (0),10 (3),18 (10)
21,2023-03-23 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/184650/mibr-female-vs-00nation-fem-game-changers-2023-brazil-series-1-main-event-lr1,2,0,2,"Ascent
PICK",46:30,MIBR Female,13,00Nation Fem,10,1,1,2 (1),4 (1),2 (0),1 (0),4 (3),4 (2),15 (9),14 (7)
22,2023-03-23 18:30:00,Patch 6.03,BO3,https://www.vlr.gg/184651/bb-w7m-vs-black-dragons-female-game-changers-2023-brazil-series-1-main-event-lr1,1,2,1,"Ascent
PICK",45:43,bb.w7m,13,Black Dragons Female,9,2,0,2 (2),5 (0),3 (0),1 (0),5 (3),2 (0),12 (8),14 (9)
23,2023-03-23 18:30:00,Patch 6.03,BO3,https://www.vlr.gg/184651/bb-w7m-vs-black-dragons-female-game-changers-2023-brazil-series-1-main-event-lr1,1,2,2,"Pearl
PICK",39:48,bb.w7m,5,Black Dragons Female,13,1,1,3 (1),3 (1),2 (0),1 (1),6 (3),2 (1),7 (1),12 (10)
24,2023-03-23 18:30:00,Patch 6.03,BO3,https://www.vlr.gg/184651/bb-w7m-vs-black-dragons-female-game-changers-2023-brazil-series-1-main-event-lr1,1,2,3,Lotus,52:37,bb.w7m,11,Black Dragons Female,13,1,1,3 (1),3 (1),3 (1),1 (1),3 (1),4 (2),15 (8),16 (9)
25,2023-03-25 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/184652/oddik-bright-vs-mibr-female-game-changers-2023-brazil-series-1-main-event-lr2,1,2,1,"Pearl
PICK",37:20,ODDIK Bright,13,MIBR Female,5,2,0,2 (2),3 (0),1 (0),3 (1),3 (2),4 (0),12 (9),8 (4)
26,2023-03-25 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/184652/oddik-bright-vs-mibr-female-game-changers-2023-brazil-series-1-main-event-lr2,1,2,2,"Split
PICK",49:26,ODDIK Bright,7,MIBR Female,13,0,2,4 (0),2 (2),2 (0),0 (0),3 (1),6 (3),11 (6),12 (8)
27,2023-03-25 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/184652/oddik-bright-vs-mibr-female-game-changers-2023-brazil-series-1-main-event-lr2,1,2,3,Haven,46:47,ODDIK Bright,9,MIBR Female,13,2,0,3 (2),3 (0),2 (0),1 (0),6 (4),3 (3),11 (3),15 (10)
28,2023-03-25 19:30:00,Patch 6.03,BO3,https://www.vlr.gg/184653/hummer-esports-vs-black-dragons-female-game-changers-2023-brazil-series-1-main-event-lr2,1,2,1,"Icebox
PICK",52:27,HUMMER Esports,13,Black Dragons Female,8,1,1,3 (1),3 (1),1 (0),2 (0),4 (2),5 (2),13 (10),11 (5)
29,2023-03-25 19:30:00,Patch 6.03,BO3,https://www.vlr.gg/184653/hummer-esports-vs-black-dragons-female-game-changers-2023-brazil-series-1-main-event-lr2,1,2,2,"Lotus
PICK",56:58,HUMMER Esports,11,Black Dragons Female,13,0,2,4 (0),3 (2),2 (1),1 (0),2 (1),6 (3),16 (9),14 (8)
30,2023-03-25 19:30:00,Patch 6.03,BO3,https://www.vlr.gg/184653/hummer-esports-vs-black-dragons-female-game-changers-2023-brazil-series-1-main-event-lr2,1,2,3,Ascent,49:16,HUMMER Esports,7,Black Dragons Female,13,2,0,3 (2),4 (0),3 (1),2 (2),6 (2),0 (0),8 (2),14 (11)
31,2023-03-26 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/184654/mibr-female-vs-black-dragons-female-game-changers-2023-brazil-series-1-main-event-lr3,1,2,1,"Ascent
PICK",34:28,MIBR Female,13,Black Dragons Female,3,1,1,3 (1),3 (1),1 (1),0 (0),1 (1),8 (2),11 (10),5 (0)
32,2023-03-26 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/184654/mibr-female-vs-black-dragons-female-game-changers-2023-brazil-series-1-main-event-lr3,1,2,2,"Haven
PICK",38:58,MIBR Female,4,Black Dragons Female,13,0,2,3 (0),2 (2),1 (0),0 (0),5 (0),5 (4),8 (4),10 (7)
33,2023-03-26 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/184654/mibr-female-vs-black-dragons-female-game-changers-2023-brazil-series-1-main-event-lr3,1,2,3,Pearl,1:04:14,MIBR Female,12,Black Dragons Female,14,1,1,3 (1),3 (1),2 (0),2 (1),3 (2),4 (1),18 (9),17 (11)
34,2023-03-27 16:00:00,Patch 6.03,BO5,https://www.vlr.gg/184655/loud-gc-vs-black-dragons-female-game-changers-2023-brazil-series-1-main-event-lbf,3,1,1,"Lotus
PICK",37:31,LOUD GC,13,Black Dragons Female,3,1,1,2 (1),4 (1),1 (0),1 (0),2 (2),6 (1),11 (10),5 (1)
35,2023-03-27 16:00:00,Patch 6.03,BO5,https://www.vlr.gg/184655/loud-gc-vs-black-dragons-female-game-changers-2023-brazil-series-1-main-event-lbf,3,1,2,"Fracture
PICK",55:55,LOUD GC,13,Black Dragons Female,11,2,0,2 (2),4 (0),3 (0),2 (1),5 (4),1 (1),14 (7),17 (9)
36,2023-03-27 16:00:00,Patch 6.03,BO5,https://www.vlr.gg/184655/loud-gc-vs-black-dragons-female-game-changers-2023-brazil-series-1-main-event-lbf,3,1,3,"Pearl
PICK",45:42,LOUD GC,7,Black Dragons Female,13,0,2,4 (0),2 (2),3 (0),0 (0),3 (2),5 (3),10 (5),13 (8)
37,2023-03-27 16:00:00,Patch 6.03,BO5,https://www.vlr.gg/184655/loud-gc-vs-black-dragons-female-game-changers-2023-brazil-series-1-main-event-lbf,3,1,4,"Ascent
PICK",32:45,LOUD GC,13,Black Dragons Female,2,2,0,2 (2),4 (0),0 (0),2 (1),4 (3),4 (0),9 (8),5 (1)
38,2023-02-28 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/168690/pia-vs-fora-da-cartola-game-changers-2023-brazil-series-1-qualifier-3-ro32,0,2,1,Icebox,30:21,pia,4,Fora da Cartola,13,1,1,3 (1),2 (1),3 (0),0 (0),6 (2),5 (4),5 (1),10 (8)
39,2023-02-28 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/168690/pia-vs-fora-da-cartola-game-changers-2023-brazil-series-1-qualifier-3-ro32,0,2,2,Haven,30:14,pia,5,Fora da Cartola,13,1,1,3 (1),3 (1),3 (0),0 (0),3 (1),2 (2),9 (3),13 (10)
40,2023-02-28 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/168691/100org-vs-juju-e-amigas-game-changers-2023-brazil-series-1-qualifier-3-ro32,2,0,1,Fracture,27:07,100org,13,juju e amigas,1,1,1,3 (2),3 (1),0 (0),2 (0),2 (2),6 (0),9 (9),3 (0)
41,2023-02-28 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/168691/100org-vs-juju-e-amigas-game-changers-2023-brazil-series-1-qualifier-3-ro32,2,0,2,Icebox,23:36,100org,13,juju e amigas,0,2,0,2 (2),3 (0),0 (0),1 (0),2 (2),6 (0),9 (9),3 (0)
42,2023-02-28 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/168692/mibr-female-vs-o-tal-do-cachorro-theo-game-changers-2023-brazil-series-1-qualifier-3-ro32,2,0,1,Icebox,42:15,MIBR Female,13,o tal do cachorro theo,7,2,0,2 (2),4 (0),1 (0),2 (0),8 (6),1 (0),9 (5),13 (7)
43,2023-02-28 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/168692/mibr-female-vs-o-tal-do-cachorro-theo-game-changers-2023-brazil-series-1-qualifier-3-ro32,2,0,2,Pearl,31:28,MIBR Female,13,o tal do cachorro theo,4,1,1,3 (2),4 (2),0 (0),4 (0),2 (1),3 (0),12 (10),6 (2)
44,2023-02-28 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/168695/hummer-esports-vs-pink-death-game-changers-2023-brazil-series-1-qualifier-3-ro32,2,0,1,Haven,42:26,HUMMER Esports,13,pink death,7,1,1,3 (1),3 (1),2 (0),0 (0),2 (2),7 (2),13 (10),10 (4)
45,2023-02-28 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/168695/hummer-esports-vs-pink-death-game-changers-2023-brazil-series-1-qualifier-3-ro32,2,0,2,Pearl,33:03,HUMMER Esports,13,pink death,4,2,0,2 (2),3 (0),1 (0),2 (0),4 (2),6 (3),10 (9),6 (1)
46,2023-02-28 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/168697/b4-angels-vs-fnt-e-sports-game-changers-2023-brazil-series-1-qualifier-3-ro32,1,0,1,Haven,33:56,Before,13,FnT e-Sports,5,1,1,3 (1),3 (1),1 (1),2 (0),1 (1),6 (2),13 (10),7 (2)
47,2023-02-28 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/168700/bb-w7m-vs-zikas-do-baile-game-changers-2023-brazil-series-1-qualifier-3-ro32,2,1,1,Haven,45:10,bb.w7m,10,zikas do baile,13,2,0,2 (2),4 (0),2 (0),2 (0),5 (4),1 (1),14 (4),16 (12)
48,2023-02-28 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/168700/bb-w7m-vs-zikas-do-baile-game-changers-2023-brazil-series-1-qualifier-3-ro32,2,1,2,Ascent,40:02,bb.w7m,13,zikas do baile,9,2,0,2 (2),4 (0),2 (1),2 (0),6 (2),2 (1),12 (8),14 (8)
49,2023-02-28 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/168700/bb-w7m-vs-zikas-do-baile-game-changers-2023-brazil-series-1-qualifier-3-ro32,2,1,3,Pearl,28:47,bb.w7m,13,zikas do baile,2,1,1,3 (2),3 (1),1 (1),2 (0),2 (2),5 (1),9 (8),5 (0)
50,2023-02-28 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/168701/meraki-vs-5-gostosas-game-changers-2023-brazil-series-1-qualifier-3-ro32,2,0,1,Pearl,27:59,MERAKI,13,5 gostosas,1,2,0,2 (2),3 (0),0 (0),3 (0),3 (3),4 (0),9 (8),4 (1)
51,2023-02-28 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/168701/meraki-vs-5-gostosas-game-changers-2023-brazil-series-1-qualifier-3-ro32,2,0,2,Ascent,30:25,MERAKI,13,5 gostosas,4,1,1,3 (2),4 (1),0 (0),2 (0),2 (2),7 (2),12 (9),4 (1)
52,2023-02-28 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/168703/bounce-black-vs-cookies-n-queens-game-changers-2023-brazil-series-1-qualifier-3-ro32,2,1,1,Icebox,36:47,BOUNCE Black,13,Cookies n' Queens,6,2,0,2 (2),4 (0),1 (0),2 (0),6 (4),2 (0),10 (7),11 (6)
53,2023-02-28 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/168703/bounce-black-vs-cookies-n-queens-game-changers-2023-brazil-series-1-qualifier-3-ro32,2,1,2,Ascent,41:56,BOUNCE Black,9,Cookies n' Queens,13,0,2,4 (0),3 (2),1 (0),0 (0),6 (5),6 (5),11 (4),13 (6)
54,2023-02-28 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/168703/bounce-black-vs-cookies-n-queens-game-changers-2023-brazil-series-1-qualifier-3-ro32,2,1,3,Pearl,25:47,BOUNCE Black,13,Cookies n' Queens,1,1,1,3 (2),3 (1),0 (0),4 (0),2 (2),2 (0),9 (9),5 (0)
55,2023-02-28 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/168704/black-dragons-female-vs-sem-criatividade-game-changers-2023-brazil-series-1-qualifier-3-ro32,2,0,1,Haven,32:18,Black Dragons Female,13,Sem criatividade,4,1,1,3 (1),3 (1),0 (0),4 (0),2 (2),2 (1),12 (10),8 (2)
56,2023-02-28 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/168704/black-dragons-female-vs-sem-criatividade-game-changers-2023-brazil-series-1-qualifier-3-ro32,2,0,2,Lotus,39:05,Black Dragons Female,13,Sem criatividade,5,1,1,4 (2),3 (1),1 (0),3 (0),1 (0),5 (2),12 (11),7 (2)
57,2023-02-28 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/168696/ganha-nunca-vs-pkt-gamers-fem-game-changers-2023-brazil-series-1-qualifier-3-ro32,2,0,1,Fracture,25:47,Ganha nunca,13,PKT Gamers FEM,1,1,1,3 (2),2 (1),0 (0),3 (0),2 (2),5 (0),9 (9),4 (0)
58,2023-02-28 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/168696/ganha-nunca-vs-pkt-gamers-fem-game-changers-2023-brazil-series-1-qualifier-3-ro32,2,0,2,Haven,35:05,Ganha nunca,13,PKT Gamers FEM,4,1,1,3 (2),4 (1),0 (0),2 (0),3 (2),4 (1),11 (9),7 (2)
59,2023-02-28 19:00:00,Patch 6.03,BO3,https://www.vlr.gg/167895/team-liquid-brazil-vs-fora-da-cartola-game-changers-2023-brazil-series-1-qualifier-3-ro16,2,0,1,Icebox,35:47,Team Liquid Brazil,13,Fora da Cartola,5,2,0,2 (2),4 (0),2 (1),0 (0),4 (3),5 (1),10 (7),9 (4)
60,2023-02-28 19:00:00,Patch 6.03,BO3,https://www.vlr.gg/167895/team-liquid-brazil-vs-fora-da-cartola-game-changers-2023-brazil-series-1-qualifier-3-ro16,2,0,2,Pearl,32:41,Team Liquid Brazil,13,Fora da Cartola,4,1,1,3 (1),4 (1),0 (0),3 (1),2 (2),4 (1),12 (10),6 (1)
61,2023-02-28 19:00:00,Patch 6.03,BO3,https://www.vlr.gg/167896/100org-vs-mibr-female-game-changers-2023-brazil-series-1-qualifier-3-ro16,0,2,1,Icebox,42:35,100org,9,MIBR Female,13,1,1,4 (1),2 (1),1 (0),3 (1),3 (3),4 (2),14 (5),13 (9)
62,2023-02-28 19:00:00,Patch 6.03,BO3,https://www.vlr.gg/167896/100org-vs-mibr-female-game-changers-2023-brazil-series-1-qualifier-3-ro16,0,2,2,Fracture,23:06,100org,0,MIBR Female,13,0,2,3 (0),2 (2),2 (0),0 (0),3 (0),2 (2),5 (0),9 (9)
63,2023-02-28 17:00:00,Patch 6.03,BO3,https://www.vlr.gg/167897/00nation-fem-vs-move-gaming-game-changers-2023-brazil-series-1-qualifier-3-ro16,2,0,1,Icebox,39:47,00Nation Fem,13,MOVE Gaming,7,2,0,2 (2),4 (0),2 (0),1 (0),4 (2),2 (0),12 (9),13 (7)
64,2023-02-28 17:00:00,Patch 6.03,BO3,https://www.vlr.gg/167897/00nation-fem-vs-move-gaming-game-changers-2023-brazil-series-1-qualifier-3-ro16,2,0,2,Haven,28:44,00Nation Fem,13,MOVE Gaming,4,1,1,4 (1),3 (2),0 (0),2 (0),1 (0),6 (1),12 (12),6 (1)
65,2023-02-28 19:00:00,Patch 6.03,BO3,https://www.vlr.gg/167898/hummer-esports-vs-b4-angels-game-changers-2023-brazil-series-1-qualifier-3-ro16,2,0,1,Pearl,43:39,HUMMER Esports,13,Before,6,2,0,2 (2),3 (0),2 (0),4 (0),4 (2),3 (2),11 (9),9 (4)
66,2023-02-28 19:00:00,Patch 6.03,BO3,https://www.vlr.gg/167898/hummer-esports-vs-b4-angels-game-changers-2023-brazil-series-1-qualifier-3-ro16,2,0,2,Haven,42:41,HUMMER Esports,13,Before,7,2,0,2 (2),4 (0),1 (0),2 (1),5 (3),5 (1),12 (8),9 (5)
67,2023-02-28 17:00:00,Patch 6.03,BO3,https://www.vlr.gg/167899/oddik-bright-vs-jocas-family-game-changers-2023-brazil-series-1-qualifier-3-ro16,2,0,1,Pearl,21:31,ODDIK Bright,13,joca's family,1,2,0,2 (2),3 (0),0 (0),3 (0),3 (3),3 (0),9 (8),5 (1)
68,2023-02-28 17:00:00,Patch 6.03,BO3,https://www.vlr.gg/167899/oddik-bright-vs-jocas-family-game-changers-2023-brazil-series-1-qualifier-3-ro16,2,0,2,Lotus,29:07,ODDIK Bright,13,joca's family,5,2,0,2 (2),3 (0),1 (1),2 (1),4 (2),7 (3),11 (8),6 (1)
69,2023-02-28 19:00:00,Patch 6.03,BO3,https://www.vlr.gg/167900/bb-w7m-vs-meraki-game-changers-2023-brazil-series-1-qualifier-3-ro16,2,1,1,Split,43:58,bb.w7m,13,MERAKI,5,1,1,3 (1),3 (1),1 (1),2 (0),2 (2),6 (2),12 (9),7 (2)
70,2023-02-28 19:00:00,Patch 6.03,BO3,https://www.vlr.gg/167900/bb-w7m-vs-meraki-game-changers-2023-brazil-series-1-qualifier-3-ro16,2,1,2,Pearl,51:47,bb.w7m,11,MERAKI,13,0,2,4 (1),2 (2),2 (0),1 (0),6 (3),4 (2),12 (7),17 (9)
71,2023-02-28 19:00:00,Patch 6.03,BO3,https://www.vlr.gg/167900/bb-w7m-vs-meraki-game-changers-2023-brazil-series-1-qualifier-3-ro16,2,1,3,Ascent,1:02:13,bb.w7m,15,MERAKI,13,2,0,2 (2),4 (0),2 (0),1 (0),6 (4),2 (2),18 (9),21 (11)
72,2023-02-28 19:00:00,Patch 6.03,BO3,https://www.vlr.gg/167901/jelly-e-amigas-vs-bounce-black-game-changers-2023-brazil-series-1-qualifier-3-ro16,2,0,1,Icebox,36:09,jelly e amigas,13,BOUNCE Black,6,1,1,4 (2),4 (1),0 (0),2 (0),3 (1),4 (1),12 (10),9 (4)
73,2023-02-28 19:00:00,Patch 6.03,BO3,https://www.vlr.gg/167901/jelly-e-amigas-vs-bounce-black-game-changers-2023-brazil-series-1-qualifier-3-ro16,2,0,2,Pearl,34:32,jelly e amigas,13,BOUNCE Black,5,2,0,3 (3),4 (1),0 (0),1 (0),3 (1),5 (0),12 (9),8 (4)
74,2023-02-28 19:00:00,Patch 6.03,BO3,https://www.vlr.gg/167902/black-dragons-female-vs-ganha-nunca-game-changers-2023-brazil-series-1-qualifier-3-ro16,2,0,1,Fracture,43:32,Black Dragons Female,13,Ganha nunca,8,0,2,4 (0),2 (2),0 (0),3 (0),2 (2),6 (3),15 (11),10 (3)
75,2023-02-28 19:00:00,Patch 6.03,BO3,https://www.vlr.gg/167902/black-dragons-female-vs-ganha-nunca-game-changers-2023-brazil-series-1-qualifier-3-ro16,2,0,2,Pearl,45:01,Black Dragons Female,13,Ganha nunca,9,2,0,3 (2),3 (0),0 (0),2 (0),6 (2),5 (4),13 (9),12 (5)
76,2023-03-01 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/167903/team-liquid-brazil-vs-mibr-female-game-changers-2023-brazil-series-1-qualifier-3-qf,2,0,1,Split,51:32,Team Liquid Brazil,13,MIBR Female,11,1,1,3 (1),3 (1),1 (0),3 (0),4 (1),2 (2),16 (11),16 (8)
77,2023-03-01 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/167903/team-liquid-brazil-vs-mibr-female-game-changers-2023-brazil-series-1-qualifier-3-qf,2,0,2,Fracture,25:21,Team Liquid Brazil,13,MIBR Female,1,2,0,2 (2),3 (0),0 (0),4 (0),3 (3),1 (0),9 (8),6 (1)
78,2023-03-01 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/167904/00nation-fem-vs-hummer-esports-game-changers-2023-brazil-series-1-qualifier-3-qf,2,0,1,Ascent,44:41,00Nation Fem,13,HUMMER Esports,7,2,0,2 (2),4 (0),0 (0),1 (0),6 (5),3 (0),12 (6),12 (7)
79,2023-03-01 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/167904/00nation-fem-vs-hummer-esports-game-changers-2023-brazil-series-1-qualifier-3-qf,2,0,2,Haven,49:19,00Nation Fem,13,HUMMER Esports,8,0,2,4 (1),4 (2),0 (0),1 (0),1 (1),4 (1),16 (11),12 (5)
80,2023-03-01 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/167905/oddik-bright-vs-bb-w7m-game-changers-2023-brazil-series-1-qualifier-3-qf,2,0,1,Ascent,33:04,ODDIK Bright,13,bb.w7m,4,1,1,3 (1),3 (1),0 (0),3 (0),4 (4),5 (1),10 (8),6 (2)
81,2023-03-01 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/167905/oddik-bright-vs-bb-w7m-game-changers-2023-brazil-series-1-qualifier-3-qf,2,0,2,Fracture,35:30,ODDIK Bright,13,bb.w7m,8,1,1,3 (1),3 (1),0 (0),3 (0),2 (1),2 (1),16 (11),13 (6)
82,2023-03-01 16:00:00,Patch 6.03,BO3,https://www.vlr.gg/167906/jelly-e-amigas-vs-black-dragons-female-game-changers-2023-brazil-series-1-qualifier-3-qf,2,0,1,Icebox,50:46,jelly e amigas,13,Black Dragons Female,8,1,1,3 (1),4 (1),1 (0),2 (0),3 (2),3 (3),14 (10),12 (4)
